-0.886296 	 -5.536831 
-0.594385 	 -5.624649 
-0.669232 	 -5.470142 
-0.756130 	 -5.445945 
-0.899642 	 -5.319886 
-1.016364 	 -5.198402 
-1.098019 	 -5.126716 
-1.168639 	 -4.977389 
-1.319681 	 -4.921318 
-1.397727 	 -4.911365 
-1.584074 	 -4.869368 
-1.712115 	 -4.767149 
-1.814519 	 -4.792900 
-1.953275 	 -4.743425 
-1.998569 	 -4.466259 
-2.140191 	 -4.441067 
-2.215774 	 -4.377252 
-2.261061 	 -4.694565 
-2.181385 	 -4.752179 
-2.126449 	 -4.667380 
-2.145094 	 -4.615967 
-2.145487 	 -4.621148 
-2.128828 	 -4.342721 
-2.257869 	 -4.327914 
-2.246411 	 -4.328495 
-2.271261 	 -4.327137 
-2.347366 	 -4.372152 
-2.349219 	 -4.355805 
-2.365806 	 -4.319947 
-2.410877 	 -4.429611 
-2.416468 	 -4.378743 
-2.470165 	 -4.373876 
-2.537051 	 -4.379834 
-2.599229 	 -4.333607 
-2.649214 	 -4.333678 
-2.692229 	 -4.427678 
-2.733476 	 -4.332035 
-2.766755 	 -4.332784 
-2.822832 	 -4.331029 
-2.858611 	 -4.331371 
-2.872101 	 -4.331034 
-2.924689 	 -4.329721 
-2.950455 	 -4.323772 
-2.975829 	 -4.324587 
-3.015598 	 -4.324710 
-3.032576 	 -4.333880 
-3.065288 	 -4.324538 
-3.111254 	 -4.324518 
-3.140045 	 -4.324650 
-3.164995 	 -4.324563 
-3.210730 	 -4.324523 
-3.260474 	 -4.324550 
-3.285409 	 -4.324615 
-3.310293 	 -4.324515 
-3.359824 	 -4.324508 
-3.360236 	 -4.324524 
-3.412980 	 -4.332860 
-3.440749 	 -4.331808 
-3.463758 	 -4.332807 
-3.515694 	 -4.332659 
-3.541793 	 -4.331802 
-3.562253 	 -4.332826 
-3.591839 	 -4.331804 
-3.637224 	 -4.331837 
-3.662215 	 -4.331160 
-3.687425 	 -4.331772 
-3.736916 	 -4.331670 
-3.762384 	 -4.332517 
-3.812351 	 -4.330704 
-3.837332 	 -4.331170 
-3.862318 	 -4.330300 
-3.887622 	 -4.330636 
-3.912163 	 -4.331099 
-3.962086 	 -4.328322 
-3.986899 	 -4.329668 
